"Name","Year","origin"
"annechatrine lafrenz rhlow",1956,"German"
"rolf lamers",1952,"German"
"georg lammers",1928,"German"
"ludwig landen",1936,"German"
"martha langbeinpensberger schreiber",1960,"German"
"fritz lange",1912,"German"
"paul lange",1960,"German"
"wolfgang lange",1960,"German"
"jutta langenau gromann",1956,"German"
"richard langer",1928,"German"
"rudolf langer",1964,"German"
"evi lanig",1952,"German"
"hans peter lanig",1956,"German"
"gustav adolf lantschner",1936,"German"
"christiane lanzke",1964,"German"
"karlmartin martin lauer",1956,"German"
"heinz laufer",1956,"German"
"peter laufer",1960,"German"
"hildrun lauferclaus",1960,"German"
"helmuth lebert",1964,"German"
"siegfried lefanczik",1960,"German"
"leberecht julius erich ernst lehmann",1912,"German"
"heinzgnther lehmann",1952,"German"
"charlotte emma lotte lehmann sprssig",1928,"German"
"ernst lehner",1936,"German"
"klaus lehnertz",1964,"German"
"max leichter",1952,"German"
"gnter wilhelm leichum",1936,"German"
"albert leidmann",1928,"German"
"ludwig leinberger",1928,"German"
"walter leinweber",1932,"German"
"lia leismller braun",1952,"German"
"ludwig luggi leitner",1960,"German"
"wilhelm lemke",1904,"German"
"albert franz lemnitz",1912,"German"
"hermann lemp",1936,"German"
"hermann lemperle",1928,"German"
"harry lempio",1960,"German"
"hans lenk",1960,"German"
"august lenz",1936,"German"
"karin lenzke susat",1960,"German"
"herbert leonhardt",1956,"German"
"siegfried lerdon",1936,"German"
"werner lesser",1956,"German"
"manfred letzerich",1964,"German"
"kurt leucht",1928,"German"
"herbert leupold",1936,"German"
"ludwig leupold",1952,"German"
"theodor ferdinand leupolt",1896,"German"
"burkhard leuschke",1964,"German"
"anton toni leuthe",1952,"German"
"detlef lewe",1960,"German"
"gustav lexau",1900,"German"
"julius lichtenfels",1908,"German"
"max liebermann",1928,"German"
"natalie natascha liebknecht",1960,"German"
"georg liebsch",1936,"German"
"richard liebscher",1952,"German"
"inge lieckfeldt",1964,"German"
"hans liesche",1912,"German"
"fritz ligges",1964,"German"
"kriemhild limberghausmann",1960,"German"
"erich lindenlaub",1956,"German"
"dieter lindner",1956,"German"
"otto paul lindpaintner dalmeida",1912,"German"
"victoria lindpaintner von trringjettenbach hantschel",1936,"German"
"hermann lingnau",1960,"German"
"karl link",1964,"German"
"hermann linkenbach",1928,"German"
"armand otto linne",1928,"German"
"liselott linsenhoff schindling rheinberger",1956,"German"
"lothar richard lippert",1964,"German"
"curt ewald rudolf lippert",1928,"German"
"klaus lisiewicz",1964,"German"
"jrgen litz",1960,"German"
"werner ernst loeckle",1936,"German"
"horst lffler",1964,"German"
"volker lffler",1964,"German"
"wilhelm lffler",1912,"German"
"emil august lohbeck",1936,"German"
"magdalena maria leni lohmar henze",1936,"German"
"karl dieter lhr",1960,"German"
"albert loibl",1964,"German"
"carlludwig hermann luz long",1936,"German"
"carl lorenz",1936,"German"
"gnther lorenz",1936,"German"
"siegfried lorenz",1960,"German"
"doris lorenzmller",1960,"German"
"gnter lrke",1960,"German"
"roland lortz",1960,"German"
"wolfgang losack",1960,"German"
"hartmut losch",1964,"German"
"manfred losch",1960,"German"
"hermann lotter",1960,"German"
"ingrid lotz eichmann",1964,"German"
"martin lotz",1964,"German"
"hans luber",1912,"German"
"alfred lcker",1952,"German"
"heinrich max ludwig",1936,"German"
"werner lueg",1952,"German"
"christian luschnig",1960,"German"
"carl august gustav lthje",1912,"German"
"alfons ltke westhues hohenbrink",1956,"German"
"august ltke westhues hohenbrink",1956,"German"
"rudolf rudi lttge",1952,"German"
"hans joachim lttich",1912,"German"
"wilhelm bernhard adolf emil willy ltzow",1912,"German"
"gnter lyhs",1960,"German"
"anton mackowiak",1952,"German"
"charlotte mder seewald",1928,"German"
"heinz mder",1964,"German"
"walter mahlendorf",1960,"German"
"bruno mahler",1906,"German"
"wilhelm mahlow",1936,"German"
"winfried mahraun",1936,"German"
"gustav heinrich nicolaus maier",1928,"German"
"johann adolf friedrich hans maier",1928,"German"
"josef sepp maier",1960,"German"
"erna maisack kreten",1964,"German"
"gnter malcher",1960,"German"
"kurt paul malisch",1912,"German"
"werner malitz",1956,"German"
"arthur mallwitz",1906,"German"
"lenigret mallwitz schrder",1928,"German"
"heinz joachim manchen",1952,"German"
"josef manger",1936,"German"
"horst mann",1956,"German"
"franz otto mnnel",1912,"German"
"karin mannewitz herbsleb",1964,"German"
"julius carl fritz manteuffel",1896,"German"
"walter frederick march",1936,"German"
"werner julius march",1928,"German"
"gerhard marcks",1928,"German"
"gnter maritschnigg",1960,"German"
"hans marr",1936,"German"
"hansjoachim mars",1960,"German"
"joachim marscheider",1964,"German"
"hans martens",1936,"German"
"hermann martens",1908,"German"
"barbara brbel martin",1960,"German"
"emil martin",1936,"German"
"erich marx",1936,"German"
"willi matthias",1960,"German"
"manfred matuschewski",1960,"German"
"paul maue",1952,"German"
"gisela mauermayer",1936,"German"
"matthias mauritz",1952,"German"
"friedrich julius maus",1932,"German"
"jrgen may",1964,"German"
"barbara brbel mayer reinnagel",1956,"German"
"helene mayer falkner von sonnenburg",1928,"German"
"erhard mayke",1928,"German"
"theodor theo meding",1952,"German"
"anneliese meggl freeman",1960,"German"
"eberhard mehl",1960,"German"
"peter paul mehl",1936,"German"
"willi mehlberg",1960,"German"
"harry mehlhose",1936,"German"
"paul mehlitz",1936,"German"
"walther meienreis",1912,"German"
"walter meier",1956,"German"
"wilhelm willi meier",1928,"German"
"carl menke",1936,"German"
"wilhelm willi menne",1936,"German"
"nikolaus anton toni merkens",1936,"German"
"joseph merkle",1912,"German"
"ewald mertens",1936,"German"
"fritz messner",1936,"German"
"willi messner",1964,"German"
"lothar metz",1960,"German"
"karladolf metzner",1932,"German"
"ilse meudtner",1928,"German"
"wilhelm willi meurer",1936,"German"
"alfred richard meyer",1932,"German"
"georg hermann meyer",1912,"German"
"horst meyer",1964,"German"
"renate meyer rose",1964,"German"
"gertrud trudi meyer baier",1936,"German"
"walter meyer",1932,"German"
"alfred georg mickler",1912,"German"
"ingrid micklerbecker inglau",1960,"German"
"ekkehard miersch",1956,"German"
"konrad miersch",1932,"German"
"lothar milde",1960,"German"
"hansulrich millow",1960,"German"
"meinrad miltenberger",1952,"German"
"josef miner",1936,"German"
"georg miske",1956,"German"
"manfred misselhorn",1964,"German"
"heide heidi mittermaier fischer",1964,"German"
"hermann mchel",1956,"German"
"fritz mding",1908,"German"
"kurt moeschter",1928,"German"
"albert mohr",1952,"German"
"ernst mohr",1904,"German"
"horst mhwald",1964,"German"
"ernst moldenhauer",1908,"German"
"paula mollenhauer",1928,"German"
"manfred molzberger",1960,"German"
"wilhelm willi montag",1956,"German"
"heinrich oskar moos",1928,"German"
"werner moring",1956,"German"
"walter motz",1936,"German"
"charlotte lotte mhe eschrich",1928,"German"
"eugen mhlberger",1928,"German"
"albrecht mller",1964,"German"
"bruno mller",1928,"German"
"carl otto mller",1936,"German"
"alfred fredy mller",1928,"German"
"georg mller",1936,"German"
"gustav gustl mller",1928,"German"
"herbert mller",1928,"German"
"hermann mller",1906,"German"
"julius mller",1928,"German"
"ludwig mller",1960,"German"
"marielouise marlies mller naumann",1952,"German"
"wilhelm mller",1936,"German"
"wolfgang mller",1960,"German"
"arthur mund",1928,"German"
"karlheinz munk",1964,"German"
"reinhold mnzenberg",1936,"German"
"michael murach",1936,"German"
"fritz nachmann",1964,"German"
"gnter nachtigall",1960,"German"
"lajos nagy",1960,"German"
"helmuth naud",1932,"German"
"rudolf albert naumann",1908,"German"
"manfred naumann",1964,"German"
"oskar wilhelm traugott numann",1900,"German"
"josef carl peter neckermann",1960,"German"
"karl neckermann",1936,"German"
"paul neff",1960,"German"
"walter nehb",1932,"German"
"petra nerger",1964,"German"
"oskar nerlinger",1932,"German"
"jakob neser",1912,"German"
"christine nestler sldner",1964,"German"
"franz paul nettelbeck",1908,"German"
"heinrich heini nettesheim",1936,"German"
"georg neuber",1960,"German"
"dieter neuendorf",1964,"German"
"karl neukirch",1896,"German"
"hansjoachim jochen neuling",1960,"German"
"gottlieb neumair",1960,"German"
"bruno neumann",1928,"German"
"carlheinz neumann",1932,"German"
"otto neumann",1928,"German"
"karl neumer",1908,"German"
"hans ferdinand hannes neuner",1936,"German"
"karl neuner",1928,"German"
"martin neuner",1928,"German"
"karl neuse",1956,"German"
"peter neusel",1964,"German"
"friedrich fritz neuser",1956,"German"
"hans nickel",1928,"German"
"horst nickel",1960,"German"
"hans niclaus",1936,"German"
"friedrich karl august fritz nicolai",1906,"German"
"herbert niemann",1964,"German"
"georg niermann",1960,"German"
"heinzdietrich dieter niess",1952,"German"
"franz ningel",1956,"German"
"albert rolf nitzsche",1956,"German"
"ulrich ulli nitzschke",1956,"German"
"ute noack",1964,"German"
"jrgen nldner",1964,"German"
"helmut noll",1952,"German"
"helmut noller",1952,"German"
"helmut nonn",1956,"German"
"wolfgang nonn",1956,"German"
"harald norden",1960,"German"
"harald norpoth",1964,"German"
"friedrich fritz nottbrock",1932,"German"
"helma notte baur",1928,"German"
"julius nuninger",1900,"German"
"theodor nubaum",1936,"German"
"emil oberle",1912,"German"
"ottmar obermaier",1928,"German"
"benedikt beni obermller",1952,"German"
"fritz obersiebrasse",1964,"German"
"walter oberste",1956,"German"
"alfred obschernikat",1956,"German"
"michael obst",1960,"German"
"jrgen oelke",1964,"German"
"olga oelkers caragioff",1928,"German"
"rudolf rudi oertel",1960,"German"
"waltraud oertel skrzipek",1960,"German"
"dieter oesterlen",1936,"German"
"elisabeth oestreich",1928,"German"
"georg peter hler",1912,"German"
"carl ohms",1906,"German"
"detlef okrent",1936,"German"
"kurt oleska",1936,"German"
"alexander oppler",1928,"German"
"ernst oppler",1928,"German"
"helmut opschruf",1936,"German"
"gnther ortmann",1936,"German"
"friedhelm osselmann",1956,"German"
"elisabeth ostermeyer schmidt",1952,"German"
"martin alfred fred otto",1936,"German"
"louise otto sander",1912,"German"
"rudolf otto",1936,"German"
"friedrich friedel overwien",1952,"German"
"joseph sepp paar",1936,"German"
"willi padge",1960,"German"
"paul paeschke",1928,"German"
"heinrich pahner",1912,"German"
"herbert pankau",1964,"German"
"ferdinand panke",1952,"German"
"august rudolf hans pape",1932,"German"
"max pape",1906,"German"
"robert pasemann",1912,"German"
"johann peter carl pauen",1912,"German"
"inge paul",1964,"German"
"ernst paulus",1928,"German"
"heidi pechstein kunze",1960,"German"
"wilfried peffgen",1964,"German"
"georg hugo richard hugo george peitsch",1900,"German"
"fritz pellkofer",1928,"German"
"otto paul eberhard peltzer",1928,"German"
"erich pennekamp",1956,"German"
"johannes juku pent",1952,"German"
"gnter perleberg",1960,"German"
"jakob jacques person",1912,"German"
"hans georg pescher",1952,"German"
"claus peter",1960,"German"
"karlaugust heinrich peter",1936,"German"
"carlludwig lutz peters",1952,"German"
"margarete marga petersen kallensee",1952,"German"
"karl august petri",1906,"German"
"rosel rose pettinger",1956,"German"
"willi petzold",1936,"German"
"hans pfann",1952,"German"
"dieter pfeifer",1956,"German"
"hadwig hadi pfeifer lantschner",1936,"German"
"wilhelm heinrich hartmuth pfeil",1936,"German"
"werner pfeil",1960,"German"
"franz pfnr",1936,"German"
"lutz philipp",1964,"German"
"theodor caspar pilartz",1932,"German"
"joachim pirsch",1936,"German"
"ernst anton pistulla",1928,"German"
"rudolf pittrich",1956,"German"
"otto placzek",1932,"German"
"jrgen plagemann",1964,"German"
"hermann plaskuda",1912,"German"
"werner plath",1936,"German"
"wolfgang platzeck",1964,"German"
"hans plenk",1964,"German"
"heinz plumanns",1928,"German"
"manfred poerschke",1956,"German"
"leonhard leo pohl",1956,"German"
"emil pohle",1928,"German"
"ottokar pohlmann",1960,"German"
"paula phlsen scholz",1936,"German"
"friedrich fritz poitsch",1952,"German"
"ursula pollack oberstein",1936,"German"
"heinrich heinz pollay",1936,"German"
"erika pollmann rost",1964,"German"
"reinhold viktor pommer",1956,"German"
"josef ponn",1936,"German"
"hansdieter pophal",1960,"German"
"klaus porbadnik",1956,"German"
"alexander posch",1936,"German"
"rainer poser",1964,"German"
"alfred post",1952,"German"
"josef pttinger",1928,"German"
"werner potzernheim",1952,"German"
"karl ulrich pregizer",1928,"German"
"johann august friedrich prehn",1936,"German"
"robert albert preu",1912,"German"
"manfred preuger",1956,"German"
"werner primm",1936,"German"
"werner proft",1928,"German"
"otto przywara kutz",1936,"German"
"theodor theo pll",1960,"German"
"max oskar robert quarg",1908,"German"
"heinz adolf raack",1936,"German"
"ernst richard wilhelm rabe",1912,"German"
"helmut radach",1936,"German"
"fritz albert erich rademacher",1928,"German"
"joachim rademacher",1928,"German"
"anton rderscheidt",1932,"German"
"karoline lina radkebatschauer",1928,"German"
"birgit radochla michailoff",1964,"German"
"eberhard radzik",1960,"German"
"heinz radzikowski",1956,"German"
"waldemar raemisch",1928,"German"
"hannelore raepke sadau",1960,"German"
"hans heinrich raff",1936,"German"
"friedrichwilhelm rahe",1908,"German"
"walter ramme",1912,"German"
"fritz rammelmayr",1928,"German"
"johannes hans rampf",1956,"German"
"horst rascher",1960,"German"
"oswald rathmann",1912,"German"
"dora ratjen",1936,"German"
"gustav adolf friedrich gottfried rau",1900,"German"
"richard rau",1912,"German"
"dieter rauchbach",1960,"German"
"erika raue vtzsch",1956,"German"
"emil a rausch",1904,"German"
"elisabeth rechlin bode",1952,"German"
"hans reck",1960,"German"
"erich recknagel",1928,"German"
"helmut recknagel",1960,"German"
"hans heinrich reese",1912,"German"
"margarete emma johanne hanni rehborn",1928,"German"
"karl julius rehborn",1928,"German"
"heinrich wilhelm rehder",1908,"German"
"heinz rehder",1964,"German"
"hansjoachim reich",1956,"German"
"karl kurt reichenbach",1912,"German"
"brigitte reichert",1964,"German"
"rosa ossi reichert",1952,"German"
"wilhelm reichert",1928,"German"
"karin reichertfrisch",1964,"German"
"josef sepp reif",1960,"German"
"hansgeorg reimann",1964,"German"
"anton reinartz",1952,"German"
"michael reinartz",1952,"German"
"stefan reinartz",1952,"German"
"robert miles sloman reincke",1936,"German"
"wilhelm willi reinfrank",1928,"German"
"delia reinhardt",1964,"German"
"edgar reinhardt",1936,"German"
"wolfgang reinhardt",1964,"German"
"siegfried reischies reiner",1936,"German"
"carl reiser",1936,"German"
"friedrich fritz reiser",1908,"German"
"ernst friedrich wilhelm willi remer",1932,"German"
"elsa helene rendschmidt sander",1908,"German"
"karlheinz heinz renneberg",1952,"German"
"lisa resch",1936,"German"
"hansjoachim jochen reske",1960,"German"
"johannes reuschle",1912,"German"
"mathilde emilie milly reuter",1928,"German"
"karin richertbalzer",1960,"German"
"carl walter richter",1912,"German"
"klaus w richtzenhain",1956,"German"
"peter riebensahm",1960,"German"
"ewald riebschlger",1928,"German"
"hansdieter riechel",1964,"German"
"alfred rieck",1936,"German"
"eberhard riedel",1960,"German"
"josef rieder",1912,"German"
"adolf rieger",1928,"German"
"franz rieger",1936,"German"
"manfred rieger",1964,"German"
"august rieke",1960,"German"
"klaus riekemann",1960,"German"
"wilhelm rietschel",1936,"German"
"werner rittberger",1928,"German"
"dieter ritter",1964,"German"
"hubert hans ritter",1928,"German"
"richard max ritter",1908,"German"
"immo rittmeyer",1964,"German"
"wilhelm ritzenhoff",1906,"German"
"peter rock",1964,"German"
"enno rder",1960,"German"
"friedrich fritz roderfeld",1964,"German"
"franz hermann otto rhr",1912,"German"
"wilhelm hermann wolfgang wolf rhricht",1928,"German"
"fritz rll",1936,"German"
"johannes richard gnther roll",1928,"German"
"carl anton toni rom",1936,"German"
"erich rmer",1928,"German"
"franz rompza",1964,"German"
"heinrich rondi",1906,"German"
"hellmuth adolph august helmut rpnack",1912,"German"
"joseph rosemeyer",1896,"German"
"stefan rosenbauer",1936,"German"
"werner rosenbaum",1952,"German"
"margarete grete rosenberg wildhagen",1912,"German"
"horst rosenfeldt",1964,"German"
"richard karl august rler",1908,"German"
"hermann emil paul romann",1928,"German"
"siegfried rossner",1952,"German"
"klausjrgen rost",1964,"German"
"paul otto rost",1936,"German"
"richard rstel",1896,"German"
"hans roth",1912,"German"
"willi roth",1952,"German"
"otto rothe",1952,"German"
"siegfried rothe",1964,"German"
"ernst paul hermann rthig",1936,"German"
"emil rotong",1900,"German"
"carl ruck",1936,"German"
"hansjrgen rckborn",1964,"German"
"karin rgerschulze",1964,"German"
"herbert hans ruhl",1936,"German"
"friedrich hubert josef fritz ruland",1936,"German"
